Team Name,Region,CSL Link,Series Record,Series Wins,Series Losses,Game Record,Game Wins,Game Losses,Average Rank,Average Rank Number,First OP.GG,Second OP.GG
UHM Green,South-west | 4,https://cstarleague.com/lol/teams/10567,6 - 0,6,0,12 - 1,12,1,Platinum 2,19.0,"https://na.op.gg/multi/query=Jhineral,Ryzae,Top the Dog,edgy eboy,Vöcàrê,tofu tofu,Nae hero,yukimochi,RickyDubs,",
UA Ironcats - Open ,South-west | 4,https://cstarleague.com/lol/teams/10019,5 - 1,5,1,11 - 2,11,2,Gold 1,16.0,"https://na.op.gg/multi/query=Laelaps,SOLOKOH,Clive7,The Skÿ,OfStealth,Łuke,artip71,BiggestDiqBandit,faime,MegaEpicGamer,",
GCU Lopes JV ,South-west | 4,https://cstarleague.com/lol/teams/9792,5 - 0,5,0,10 - 1,10,1,Platinum 2,19.0,"https://na.op.gg/multi/query=Swagnar,skeletor321,SwitchNitch,TheRadDrew,Suffer More,Ghetti,",
The Legends of UVUJV,South-west | 4,https://cstarleague.com/lol/teams/10384,4 - 3,4,3,10 - 6,10,6,Gold 1,16.0,"https://na.op.gg/multi/query=Slippedgiant755,Dylax,Mormon Ludicolo,SKT T1 WooSeok,NK Medraut,JIMIN KO,",
Claw JV Team,South-west | 4,https://cstarleague.com/lol/teams/10965,4 - 3,4,3,9 - 6,9,6,Gold 1,16.0,"https://na.op.gg/multi/query=Filo Shepherd,GlacialReaper,crazipeng15,TenaciousTahm,PHD In Yasuo,WorldsBestPlayer,I DR PEPPER U,",
Arizona State C ,South-west | 4,https://cstarleague.com/lol/teams/11231,4 - 2,4,2,8 - 5,8,5,Diamond 3,22.0,"https://na.op.gg/multi/query=Amphy,mikemilo135,Whosdisguy,yomihime,Call Me Dunk,Thetruejungler,Red XP,Nisanov,HIYAAAAAAAAAAAAA,",
NAU Division Two Fall,South-west | 4,https://cstarleague.com/lol/teams/9245,3 - 1,3,1,6 - 3,6,3,Silver 1,12.0,"https://na.op.gg/multi/query=TRAKKPAD,TheToxic35,ToxiclyLoud,Tossed,curseblood,GORZOGTHEDEFILER,HighBionic,PartyLord906,",
ERAU Blue Wings,South-west | 4,https://cstarleague.com/lol/teams/4003,2 - 4,2,4,5 - 8,5,8,Gold 3,14.0,"https://na.op.gg/multi/query=Oreo 129,Ace75b,KatsumiKoniko,Expand Sand,ERGW Krønos,chowderzeclam,jinxmyloveQAQ,Ghost Barrels,Nickodemeus,Isekavo,",
USU JV,South-west | 4,https://cstarleague.com/lol/teams/10261,2 - 3,2,3,4 - 7,4,7,Gold 1,16.0,"https://na.op.gg/multi/query=King Babe T,Cododraco,TheEliteMadLife,Sol1tud3,Cubstep Cantstop,SavageBeast0519,",
Lopes Academy,South-west | 4,https://cstarleague.com/lol/teams/9793,2 - 4,2,4,4 - 9,4,9,Gold 1,16.0,"https://na.op.gg/multi/query=crashoverridee,Hoidini,OVERL0RD,ReasonToDream,sigh im gosu,Steel Draconian,Seraphim117,",
CGC LOL JUNIOR VARSITY,South-west | 4,https://cstarleague.com/lol/teams/9479,1 - 6,1,6,3 - 12,3,12,Gold 4,13.0,"https://na.op.gg/multi/query=SupaBeans,ROBOTUNIC0RN,THICC MONEY,Z0L,retnuh hunter,KoreanRiceField,",
ERAU White Wings,South-west | 4,https://cstarleague.com/lol/teams/4004,0 - 11,0,11,0 - 22,0,22,Platinum 2,19.0,"https://na.op.gg/multi/query=ERGW Krønos,",
USC Varsity Gold Team,South-west | 3,https://cstarleague.com/lol/teams/9224,5 - 1,5,1,10 - 3,10,3,Platinum 4,17.0,"https://na.op.gg/multi/query=Eilfennol,USC Ceus,Commack,Usc Coil,JoeJacko,Leade,USC Bao,Tiltproof Gandhi,USC Hovz,AlinaLife,",
Students Need Parking,South-west | 3,https://cstarleague.com/lol/teams/6323,5 - 1,5,1,10 - 3,10,3,Platinum 3,18.0,"https://na.op.gg/multi/query=Cyprez,hypermonkieboi,C9TaiIs,Cienega,TacosAndBurritoz,Trinhity Force,DULLAHAN,Phant,Oddity,SonglessRaven,","https://na.op.gg/multi/query=TheDevilIsBored,"
SDSU Junior Varsity B,South-west | 3,https://cstarleague.com/lol/teams/10864,5 - 0,5,0,10 - 1,10,1,Platinum 4,17.0,"https://na.op.gg/multi/query=MadLifeisgod,Conserved,Mithos the Hero,nekozi,PsycheGlitch,Jacksony,Lady Yunalesca,Spiripru,Iron man d1ed,",
UCR WEEBFY,South-west | 3,https://cstarleague.com/lol/teams/10375,4 - 1,4,1,8 - 3,8,3,Gold 1,16.0,"https://na.op.gg/multi/query=Shybe,DemonicxPancakes,Anxiety Syndrome,Gudao,penguinlord,sevarbiter,idk250,SlyLego,Whenever,BubbIicious,",
UCD Aggie Open,South-west | 3,https://cstarleague.com/lol/teams/9700,4 - 1,4,1,8 - 2,8,2,Platinum 3,18.0,"https://na.op.gg/multi/query=The Infamous JMB,Nattieon,Nyew,CHKN WINGWONG,UCD Open Mid,Hamori,ZØØMIES,TortugaDeLechuga,",
UCR PARADOX,South-west | 3,https://cstarleague.com/lol/teams/10554,2 - 3,2,3,7 - 6,7,6,Platinum 2,19.0,"https://na.op.gg/multi/query=Shybe,Alceous,AlienMV,Sad Sloth,Głace,im in love,Rolandwu,Destined Rice,180cm,",
UCSC DT,South-west | 3,https://cstarleague.com/lol/teams/10639,2 - 3,2,3,5 - 7,5,7,Platinum 4,17.0,"https://na.op.gg/multi/query=Eureka Thurston,WEG PandaTV10086,fäded flower,Da Boosted,GeGe,DT Fa1nT,",
UCSC Teal,South-west | 3,https://cstarleague.com/lol/teams/11281,2 - 3,2,3,4 - 7,4,7,Platinum 2,19.0,"https://na.op.gg/multi/query=GGitsRyan,screamingspirt,OryxTheMadHatter,the shy turtle,Lord Herpaderp,",
TFT Players,South-west | 3,https://cstarleague.com/lol/teams/11488,2 - 3,2,3,4 - 7,4,7,Platinum 3,18.0,"https://na.op.gg/multi/query=erikli2000,N0THINGPERSONAL,Strauby,Heuster,zhong lu dui ju,ReformdSKT Faker,",
Gone Rogue,South-west | 3,https://cstarleague.com/lol/teams/9527,1 - 3,1,3,5 - 7,5,7,Platinum 4,17.0,"https://na.op.gg/multi/query=King Charlz,Buns Boy,J T,whothebest,ZacharyTheBeast,Arcitech,SalX55,The Grynch,",
USF Dons Esports LOL B,South-west | 3,https://cstarleague.com/lol/teams/10155,1 - 5,1,5,3 - 10,3,10,Gold 1,16.0,"https://na.op.gg/multi/query=SpiritTracks,CuyValDar,QAQ761315758,KaGa21,TSM Akneehow,Jordan Loh,Chance Oppa,rohanjarun,get prio pls,MichaelLuca,","https://na.op.gg/multi/query=Rice or noodles,"
UCSC Team South Wind,South-west | 3,https://cstarleague.com/lol/teams/11255,1 - 4,1,4,2 - 8,2,8,Platinum 3,18.0,"https://na.op.gg/multi/query=greenbird0424,",
Stanford University - Open,South-west | 3,https://cstarleague.com/lol/teams/10730,0 - 6,0,6,0 - 12,0,12,Gold 1,16.0,"https://na.op.gg/multi/query=Fidix,Sir Llama III,Rubikness9,sottomizer,ArtyTheKid,TTvTheMircat,",
CSULB JV ONE,South-west | 2,https://cstarleague.com/lol/teams/7106,6 - 0,6,0,12 - 1,12,1,Platinum 3,18.0,"https://na.op.gg/multi/query=BounceBackSlayer,DeadlyNinja,Miss Son Naeun,Cheet0h,BazookaBubblegum,JDCRamos,ItsTheSentinel,Roxn,Lvl98 Shuckle,LeSweetestSenpai,","https://na.op.gg/multi/query=Køßae,muffules,Shr3kLovezMe,Yaongi,"
CAL POLAR BEARS,South-west | 2,https://cstarleague.com/lol/teams/10088,5 - 0,5,0,11 - 1,11,1,Platinum 3,18.0,"https://na.op.gg/multi/query=Issys Cutie,Flyer,G4rb4d,Jiggereepuff,Shibaid Etraku,Millennium Fox,mano254,Ninjaman369,",
DHG,South-west | 2,https://cstarleague.com/lol/teams/10746,5 - 0,5,0,10 - 1,10,1,Platinum 2,19.0,"https://na.op.gg/multi/query=woshiyitiaogou,11 3 2018 iG,Sell son for rp,FPX 11 10 2019,MysteryBox,",
SDSU Junior Varsity A,South-west | 2,https://cstarleague.com/lol/teams/10861,4 - 2,4,2,9 - 4,9,4,Platinum 3,18.0,"https://na.op.gg/multi/query=ObsessedTaylor,Big Brain Play,SunshinePoison,MadLifeisgod,Vaz Deferenz,Aspen,bööo,sdavidspark53,Raymex,PeterxLee,","https://na.op.gg/multi/query=Peaçekeeper,xLeBeastx,"
CAL Teddy Bears,South-west | 2,https://cstarleague.com/lol/teams/10086,4 - 1,4,1,9 - 3,9,3,Platinum 4,17.0,"https://na.op.gg/multi/query=SourSnake,Dknuckles,Play Me,Miletus686,elfity,homebrewds,HeartUnderBolt,",
San Jose State Blue,South-west | 2,https://cstarleague.com/lol/teams/6505,3 - 3,3,3,8 - 6,8,6,Platinum 1,20.0,"https://na.op.gg/multi/query=Mikebear,Døge,Splushy,Seft,im jailbait,Syghar,Xemozu,BorderDragon,",
San Jose State Sween,South-west | 2,https://cstarleague.com/lol/teams/9904,2 - 2,2,2,4 - 4,4,4,Gold 3,14.0,"https://na.op.gg/multi/query=Splushy,alexandhotshot,Alexisss,Morch,LilKindGuy,Dreadpicaroon,Chhanubhai,Ajay,MrButtslap,",
Golden Eagles LoL JV,South-west | 2,https://cstarleague.com/lol/teams/10222,1 - 3,1,3,2 - 6,2,6,Gold 1,16.0,"https://na.op.gg/multi/query=FeedMeSleep,Sladey,Dexterity9,ZeroSkullee,Stevelodon,TBNRBornProdigy,SpicyChickenisMe,",
Cogswell Dragons real,South-west | 2,https://cstarleague.com/lol/teams/9636,1 - 4,1,4,2 - 8,2,8,Gold 1,16.0,"https://na.op.gg/multi/query=Kirazono,GuardianWingz,Privateazn,Xithricite,yaboiiclancy,Purpleporo101,",
SC Esports Open LoL Team,South-west | 2,https://cstarleague.com/lol/teams/11330,0 - 3,0,3,0 - 7,0,7,Gold 3,14.0,"https://na.op.gg/multi/query=Zephyraphim,Sheepsftw,lynne,Døublelift,Spying,Daronos,",
Never Stop Dreaming,South-west | 2,https://cstarleague.com/lol/teams/11365,0 - 5,0,5,0 - 10,0,10,Gold 1,16.0,"https://na.op.gg/multi/query=LoyalForever,Yzmvp,KevinCarter,Killasponge,juke7,daBOOM23,May be a noob,MMMMMMin,",
jayveetwo,South-west | 2,https://cstarleague.com/lol/teams/11410,0 - 4,0,4,0 - 8,0,8,Gold 4,13.0,"https://na.op.gg/multi/query=AnFun,ITS MANCHILD,NaCl Is Salty,PhantomQuest,Kline,",
CSUSM B Team,South-west | 2,https://cstarleague.com/lol/teams/11542,0 - 4,0,4,0 - 8,0,8,Gold 4,13.0,"https://na.op.gg/multi/query=CNG DangoFam,Kisenosato,MajinBlob,Polorpenguin,Räikkönen,ILoveFortnite69,hunRJ,",
San Jose State Yoshi,South-west | 1,https://cstarleague.com/lol/teams/6507,6 - 0,6,0,12 - 0,12,0,Gold 1,16.0,"https://na.op.gg/multi/query=NickMoop,Monsieur Ando,Firemelon,Holt,Splushy,BeatYourAmeat,Honey Roasted P,",
Bronco Esports Team Benton,South-west | 1,https://cstarleague.com/lol/teams/6331,5 - 1,5,1,10 - 3,10,3,Platinum 4,17.0,"https://na.op.gg/multi/query=hypermonkieboi,SeaJung,my supp is bad,SemiColonDee,Trinhity Force,tempest124,Maho Hıyajo,Macbook Gamer,x t,PauIie,",
ResNet Wifi,South-west | 1,https://cstarleague.com/lol/teams/10748,4 - 2,4,2,8 - 6,8,6,Platinum 4,17.0,"https://na.op.gg/multi/query=Bean Sprout Hero,Aerosteon13,Angelwings246,Pontes,CondensedCarbon,wo 524,EnceIadus,",
CAL Care Bears,South-west | 1,https://cstarleague.com/lol/teams/10303,4 - 2,4,2,8 - 5,8,5,Platinum 2,19.0,"https://na.op.gg/multi/query=Benadryl Boy,MOQW,Alehero,Roxhat,SWORDDER,eggy egg,CrimsonDeluge,KABOOM2002,",
San Jose State Yellow,South-west | 1,https://cstarleague.com/lol/teams/9279,3 - 2,3,2,7 - 4,7,4,Platinum 2,19.0,"https://na.op.gg/multi/query=Misaka ø Jinx,Eff3ct,Brendanger,Iron Mann,Splushy,SexiestJellyNA,Zarenian,",
CAL Panda Bears,South-west | 1,https://cstarleague.com/lol/teams/10266,3 - 0,3,0,7 - 0,7,0,Diamond 4,21.0,"https://na.op.gg/multi/query=Admiral Zhào,Cabacca,Bbreezzy,Miyayeah,JsKingBoo,Geewhan is noob,Xenoderf,PoggestChampion,",
Chapman Open League,South-west | 1,https://cstarleague.com/lol/teams/9514,2 - 2,2,2,5 - 5,5,5,Gold 2,15.0,"https://na.op.gg/multi/query=Reimu x Marisa,Sukit114,DecoyRage,Mr Darnzel,Keonity,pro player,Sprendel,mtgriffin1,PunnyCakes,",
BOOMERS,South-west | 1,https://cstarleague.com/lol/teams/10520,2 - 3,2,3,5 - 6,5,6,Platinum 4,17.0,"https://na.op.gg/multi/query=goingham66,Shybe,0 icy 0,Azimoth,CrispyWafers,JackingHard,Ruey,SoloJG,",
Bronco Esports Team Three,South-west | 1,https://cstarleague.com/lol/teams/6324,2 - 3,2,3,4 - 6,4,6,Gold 1,16.0,"https://na.op.gg/multi/query=hypermonkieboi,skatepoiser,Mikkyx,C9TaiIs,Fluffycake9,TMakk,Fonik,muchorojo,Aamon,Synęrgy,","https://na.op.gg/multi/query=Chat Spam AYAYA,"
Cogswell Dragons B-Team,South-west | 1,https://cstarleague.com/lol/teams/11053,1 - 5,1,5,2 - 10,2,10,Gold 3,14.0,"https://na.op.gg/multi/query=Wumbologist PhD,zzeronix,hollypolly,Misakamika,yaboiiclancy,ICY BOI,Samot50,Kagamina,Purpleporo101,",
Cal Poly Gold,South-west | 1,https://cstarleague.com/lol/teams/6210,1 - 3,1,3,2 - 6,2,6,Gold 4,13.0,"https://na.op.gg/multi/query=Arceus411,Zeagle,TheRhyn0,Anmec,WarDoid,Fuzzyhamster,DLD27,C9 STEPH,Mrmooraf,Carzard,","https://na.op.gg/multi/query=OhhhFataL,BudgieKraz,Lone Laner,creeperkiller727,"
CMU SPG,South-west | 1,https://cstarleague.com/lol/teams/11319,0 - 5,0,5,1 - 10,1,10,Bronze 3,6.0,"https://na.op.gg/multi/query=SHYVANA2333,An Enthusiast,0ctothorpe,Evanolott,leniumC,Han204,EDG Gank Machine,KKKKKknight9,OW WHisper,Ruitao,",
Club Sandwitch,South-west | 1,https://cstarleague.com/lol/teams/11303,0 - 5,0,5,0 - 10,0,10,Gold 4,13.0,"https://na.op.gg/multi/query=Tony Bonilla,Sandwitch,RoryR,",
KSU WiFi,South-east | 2,https://cstarleague.com/lol/teams/11406,6 - 0,6,0,12 - 0,12,0,Platinum 2,19.0,"https://na.op.gg/multi/query=Aerof,Technoblades,Im So Clean,PridefulPhoenix,IAmKidReformed,",
UAH Charger White,South-east | 2,https://cstarleague.com/lol/teams/8821,4 - 1,4,1,8 - 3,8,3,Platinum 1,20.0,"https://na.op.gg/multi/query=UAH Kapitan,RagorkTV,Kush,Phayen,ClöwnFiesta,AbeSucks69,",
HardStuck Fun,South-east | 2,https://cstarleague.com/lol/teams/11396,4 - 1,4,1,8 - 2,8,2,Platinum 2,19.0,"https://na.op.gg/multi/query=Guildjango,VikDaBaller,Pranayfire,odkcaj,Chords,Eidson,",
GCE Black II XIX,South-east | 2,https://cstarleague.com/lol/teams/4147,4 - 1,4,1,8 - 3,8,3,Platinum 2,19.0,"https://na.op.gg/multi/query=Redlaf,GougeEmValor,terriyaky,Bluebird959,Tropikal,Emperorslingshot,",
GT WidePeepoHappy,South-east | 2,https://cstarleague.com/lol/teams/9875,3 - 2,3,2,8 - 4,8,4,Diamond 4,21.0,"https://na.op.gg/multi/query=Jokam,A Small Cat,Double Entry,Zoltanius,6 cents,Dynamic Queue,",
MTSU eSports LOL Sub,South-east | 2,https://cstarleague.com/lol/teams/10651,3 - 2,3,2,7 - 5,7,5,Platinum 2,19.0,"https://na.op.gg/multi/query=Spóons,Twebba,Drak,vufizi,Into Battle,Ligma,J4min,Merkiel,kompi1642z,Voxtrik,",
GT Yerrow,South-east | 2,https://cstarleague.com/lol/teams/10026,3 - 3,3,3,6 - 6,6,6,Platinum 3,18.0,"https://na.op.gg/multi/query=Synchroncy,watercoolninja,Chinoy,ToTheRiceFields,Brooks Was Here,Naraie,",
GCE Spurs XIX,South-east | 2,https://cstarleague.com/lol/teams/10162,3 - 2,3,2,6 - 4,6,4,Platinum 4,17.0,"https://na.op.gg/multi/query=Redlaf,Genius sen,GirlInLOL Anivia,TheShy CN,IGAlexander,DerekNavy,7dkaelthas,ZivxDy,",
UTK Esports - White,South-east | 2,https://cstarleague.com/lol/teams/11299,2 - 4,2,4,4 - 8,4,8,Platinum 4,17.0,"https://na.op.gg/multi/query=s2 shanu,oODoomOo,SavvonDrugs,D5 Sir Galahad,Minervaa,Kirschblüte,Flaming Yogurt,JohnVVick,carrotshock,",
Cocky Esports Phoenix,South-east | 2,https://cstarleague.com/lol/teams/8578,1 - 4,1,4,2 - 8,2,8,Gold 4,13.0,"https://na.op.gg/multi/query=Pandaboat23,44Z,Meowasaurous,KornflakeKiller,Milster775,Go KayKay,Neavu,Drehzyy,UnicornFetus,Skkwert,","https://na.op.gg/multi/query=cjannot,Prai,"
Blazers uLoL Rift Herald,South-east | 2,https://cstarleague.com/lol/teams/9137,1 - 5,1,5,2 - 10,2,10,Silver 2,11.0,"https://na.op.gg/multi/query=pancode,Chatterlal,Chan Chan,Mage Whore,xGreenDots,21saav,AlyAngleFire,SoaringEggroll,tito tea,",
Alabama Academy Crimson,South-east | 2,https://cstarleague.com/lol/teams/10867,1 - 4,1,4,2 - 8,2,8,Platinum 4,17.0,"https://na.op.gg/multi/query=Chipper,Get My Cape,Coffee Cat,Roasted Sigurd,Captain Insano,Hecrimjob,Kaimex,",
UTK Esports - Smokey Gray,South-east | 2,https://cstarleague.com/lol/teams/11300,0 - 6,0,6,0 - 12,0,12,Silver 1,12.0,"https://na.op.gg/multi/query=oODoomOo,D5 Sir Galahad,RangerRaccoon,Naekryn,thelooseseal,Slam Donkey,killerpunk64,SomeWhatDumb,",
VGC USF Alpha,South-east | 1,https://cstarleague.com/lol/teams/9937,6 - 0,6,0,12 - 0,12,0,Gold 1,16.0,"https://na.op.gg/multi/query=RekaNova,Vicárious,I suppowt chUwU,Wehbb,Jonathanz,sn1prz,Butterbones,Mormon Sam,rrtyui,CineraM,","https://na.op.gg/multi/query=Tyler is Trash,Uber Shower Head,Snªke,"
GT Black,South-east | 1,https://cstarleague.com/lol/teams/10503,4 - 2,4,2,8 - 4,8,4,Platinum 2,19.0,"https://na.op.gg/multi/query=catast999,pólygraph,Absolutely Dank,Depei,Chessdude08,ECG Aero,ArenaTrap,",
FAU Talons,South-east | 1,https://cstarleague.com/lol/teams/10529,4 - 2,4,2,8 - 4,8,4,Platinum 3,18.0,"https://na.op.gg/multi/query=Spectér,Fossil Dyna,adc abc,RomeoMalibu,UnPykely,Renegade Rocky,Inudogyasha,riptyde911,Azùn,brax2000,","https://na.op.gg/multi/query=High to Low,PrismaLink,"
Esports at Florida State Gold,South-east | 1,https://cstarleague.com/lol/teams/9591,4 - 1,4,1,8 - 2,8,2,Platinum 2,19.0,"https://na.op.gg/multi/query=Twîg,MegaBlazeiken,nôbody,FillyCheezStaik,yellow bladez,Daigusto,Arients,King of the Hill,",
Esports at Florida State Black,South-east | 1,https://cstarleague.com/lol/teams/9593,4 - 1,4,1,8 - 2,8,2,Platinum 2,19.0,"https://na.op.gg/multi/query=MegaBlazeiken,ViathaN GWC,ControI,Drozsky,FSU 6 5 btw,kasumu,",
GT Gray,South-east | 1,https://cstarleague.com/lol/teams/9776,3 - 3,3,3,7 - 6,7,6,Platinum 2,19.0,"https://na.op.gg/multi/query=Osusu,4 PEPEGA,pólygraph,Best Katarina TW,Bickor,Preliator,CNT N1 GeminiJF,starcraft addict,xxNarcissistxx,",
HammerHeads,South-east | 1,https://cstarleague.com/lol/teams/6379,2 - 3,2,3,4 - 6,4,6,Silver 3,10.0,"https://na.op.gg/multi/query=Jin Hun,Profezor,Rebirth of PaiN,BrosukeLevi,bekko77,Pechuga,blola123,ComplexGio,katia,Wezt,","https://na.op.gg/multi/query=tupidme,"
Georgia Tech Orange,South-east | 1,https://cstarleague.com/lol/teams/10382,2 - 3,2,3,4 - 6,4,6,Platinum 2,19.0,"https://na.op.gg/multi/query=Infinium,Korean Legend,DarkFreaker,am syn irl,finncepti0n,",
Challenger Smurfs,South-east | 1,https://cstarleague.com/lol/teams/10065,2 - 2,2,2,4 - 5,4,5,Gold 1,16.0,"https://na.op.gg/multi/query=Bard Bard Bárd,steveand117,Luna Rosendale,Arisusu,Spidee,Pranayfire,",
BarryU Esports LoL,South-east | 1,https://cstarleague.com/lol/teams/10876,2 - 2,2,2,4 - 4,4,4,Gold 3,14.0,"https://na.op.gg/multi/query=LanceplaysLoL,iBengal,ditto567,StraightSarbaje,Ownagé,Whiskeey Neat,Starking00,Fémme Fatale,",
Storm Surge Miami,South-east | 1,https://cstarleague.com/lol/teams/11414,0 - 4,0,4,0 - 8,0,8,Gold 3,14.0,"https://na.op.gg/multi/query=Coola,XingZe,Da7oom,Abzurdah,jessicasquid,Choco Mints,paulwong0418,Buddy Shao,",
Keiser Seahawks,South-east | 1,https://cstarleague.com/lol/teams/9484,0 - 5,0,5,0 - 10,0,10,Gold 3,14.0,"https://na.op.gg/multi/query=KeiserEsports,ArmedChief,Bang8ang,Roasty,Kaihiri,BOOM8OOM,TSM Holmesburg,Cathelia08,wo hao lei ya,Antonio7,",
Georgia Tech Purple,South-east | 1,https://cstarleague.com/lol/teams/10976,0 - 5,0,5,0 - 10,0,10,No Players Found,0,https://na.op.gg/multi/query=,
UofA Open,North-west | 2,https://cstarleague.com/lol/teams/10334,6 - 0,6,0,12 - 2,12,2,Platinum 2,19.0,"https://na.op.gg/multi/query=K00 Smeb,Wang Yiren,KubixZesty,Cyroean Maji,AIgorithm,Rizzy wan,OGC PikaPika,Jason A W,Siskyo,Renguu,","https://na.op.gg/multi/query=Delyze,Iullaby,31315926,WoShiGarvin,thebeginning321,"
UBC Open Bot,North-west | 2,https://cstarleague.com/lol/teams/11174,5 - 0,5,0,10 - 1,10,1,Platinum 2,19.0,"https://na.op.gg/multi/query=Trivia Boi,WTFmonkey,KimKimSenior,DarkLones,IcyRay,Memebox360,DARKLASERZ,TrophyTroop,SnowmanKnight,",
cwawa and four wards,North-west | 2,https://cstarleague.com/lol/teams/11102,5 - 0,5,0,10 - 1,10,1,Gold 1,16.0,"https://na.op.gg/multi/query=PotatoSkins587,Keullala,De57,Trivia Boi,Shin Chin,SpaceX,Eelmorth,Daddy Teddy,",
SFU Open League,North-west | 2,https://cstarleague.com/lol/teams/11364,4 - 1,4,1,9 - 2,9,2,Platinum 1,20.0,"https://na.op.gg/multi/query=aMayZheng,SupremeKangaroo,i am wei,Scotiabank,the84io,pul,hi im hungry,Souliess,",
UAA Esports,North-west | 2,https://cstarleague.com/lol/teams/4037,3 - 3,3,3,6 - 6,6,6,Platinum 4,17.0,"https://na.op.gg/multi/query=UAA Krischan,Bunnıe,JustKong,Eskuhh,rybn7,",
Banned For Toxicity,North-west | 2,https://cstarleague.com/lol/teams/10583,3 - 1,3,1,6 - 3,6,3,Platinum 3,18.0,"https://na.op.gg/multi/query=puppyinahat,Sior,disarmingd0nky,Jeak,Shadoko,",
UBC Open Top,North-west | 2,https://cstarleague.com/lol/teams/11172,2 - 3,2,3,7 - 7,7,7,Diamond 4,21.0,"https://na.op.gg/multi/query=Trivia Boi,Iurker,Cytotic,suhboy,Rök,NghtRush,Trade,DarkAngelDestro,",
Boise State University White,North-west | 2,https://cstarleague.com/lol/teams/11290,2 - 4,2,4,5 - 8,5,8,Platinum 1,20.0,"https://na.op.gg/multi/query=NotKoba,Gïmmick,źªçç,Madara,Thày Giáo Lâm,Lelðuch,Knight Kerry,Setup,tehDemonCryed,",
The Aspired,North-west | 2,https://cstarleague.com/lol/teams/10888,2 - 3,2,3,4 - 7,4,7,Gold 3,14.0,"https://na.op.gg/multi/query=SusanTheChild,elysiaal,ˇˇˇˇˇˇ,CodyDaGuy,ICanRageQuit,Hashmer,likeanepicboss,bôji,RyanTheMerciful,ksteezie,",
Team Solid,North-west | 2,https://cstarleague.com/lol/teams/9381,2 - 3,2,3,4 - 6,4,6,Gold 2,15.0,"https://na.op.gg/multi/query=Mr Perfecteon,Oelyk,Carolus Brit,Cöbalt,Jason Wayne,",
Griz JV,North-west | 2,https://cstarleague.com/lol/teams/11019,1 - 5,1,5,2 - 10,2,10,Gold 2,15.0,"https://na.op.gg/multi/query=Jet Jaguar,Mavryck,Dayze,Moon Moonn,archer66,Ulfrrr,Mävrick,Goes,SIop,",
SFU Academy White,North-west | 2,https://cstarleague.com/lol/teams/6951,0 - 6,0,6,1 - 12,1,12,Gold 1,16.0,"https://na.op.gg/multi/query=Incoming Nerf,TempusER 1998,PacificProdigy,Lullencia,Cankatsa,lvl 3 pleb,ƒangs,",
LoL JV,North-west | 2,https://cstarleague.com/lol/teams/6525,0 - 6,0,6,1 - 12,1,12,Gold 2,15.0,"https://na.op.gg/multi/query=Aceofmonsters,Michaelmay1999,YumSouls,Cyan Skunk,Bionic Avian,Pancakesqq,Błess,",
UBC Judr Group,North-west | 1,https://cstarleague.com/lol/teams/11225,6 - 0,6,0,12 - 1,12,1,Diamond 4,21.0,"https://na.op.gg/multi/query=Trivia Boi,Plantie,Bradley,íZir,Zeq,Steelguy,Toams,",
UBC Open Mid,North-west | 1,https://cstarleague.com/lol/teams/10973,5 - 1,5,1,10 - 2,10,2,Diamond 4,21.0,"https://na.op.gg/multi/query=Trivia Boi,Lewd Loli Lover,Aiurian Skies,lolmanX,Ryuma,Hoboslovepie,Mownm,",
SFU Academy Blue,North-west | 1,https://cstarleague.com/lol/teams/6950,4 - 2,4,2,10 - 4,10,4,Gold 3,14.0,"https://na.op.gg/multi/query=Incoming Nerf,Lullencia,ßread,Instalocker,Xeryn,littlebear8889,Gummiworm,Voltius,",
SFU Academy Red ,North-west | 1,https://cstarleague.com/lol/teams/5403,4 - 1,4,1,9 - 3,9,3,Gold 2,15.0,"https://na.op.gg/multi/query=Derian,Incoming Nerf,JK Slapgames,Lullencia,Yato,Hong Shi,Armeswar,Mârk,CrimsomKnight,",
Level Upone,North-west | 1,https://cstarleague.com/lol/teams/9480,3 - 2,3,2,6 - 5,6,5,Platinum 4,17.0,"https://na.op.gg/multi/query=Jim Halpbert,PierceBlade,iLoveTeemo4Lyfe,I Fap To Sneaky,yandelenka,Swim or Sink,",
Uvic Ocean,North-west | 1,https://cstarleague.com/lol/teams/10218,2 - 1,2,1,4 - 2,4,2,Gold 3,14.0,"https://na.op.gg/multi/query=Ciancy,Supercomic,Fujimagari,OHydroxide,LAST Badwoman,Kira Kuin,ßipolar ßear,Bhavan,",
Webfoots,North-west | 1,https://cstarleague.com/lol/teams/11275,1 - 4,1,4,2 - 8,2,8,Silver 1,12.0,"https://na.op.gg/multi/query=thicccpoppy,Sevenfold xd,SkellyBro,hwut,K3 Pixel,Yoshiboss68,",
UBC Just OK,North-west | 1,https://cstarleague.com/lol/teams/10535,1 - 3,1,3,2 - 6,2,6,Gold 2,15.0,"https://na.op.gg/multi/query=BlackKaito,NullMega,polarîs,Snow Day Zoe,moppy1234,Golden December,Sylvurn,Argøs,Smartystnap,KiritoShimura242,",
