teamName,region,link,rank,rankValue,seriesWins,seriesLosses,gameWins,gameLosses,rank5,rank5Value,playerList,opgg1,opgg2
TEAM PEEPEEGA,Central | 3,/lol/teams/10557,Platinum 3,18,4,1,8,2,Platinum 1,20,"['Level 5 Railgun', 'Kanten no jiu', 'Khangsoofly', 'Kimchi Krusader', 'Faery', 'ChocoLateToParty', 'PandaKudux', 'smittysumthin']","https://na.op.gg/multi/query=Level 5 Railgun,Kanten no jiu,Khangsoofly,Kimchi Krusader,Faery,ChocoLateToParty,PandaKudux,smittysumthin,",https://na.op.gg/multi/query=
UNT Eagles Black,Central | 3,/lol/teams/5899,Gold 2,15,3,3,6,6,Gold 1,16,"['Kat Diamond', 'Lucixno', 'BottleCapOG', 'DefaultK', 'NightWing060', 'Echostyle', 'lime723', 'Just Lavender']","https://na.op.gg/multi/query=Kat Diamond,Lucixno,BottleCapOG,DefaultK,NightWing060,Echostyle,lime723,Just Lavender,",https://na.op.gg/multi/query=
UNT Eagles Alpha,Central | 3,/lol/teams/5900,Gold 2,15,3,2,6,4,Gold 1,16,"['UltimateToxin', 'Kat Diamond', 'i hate ranked', 'RipTideYT', 'Z0R0ARK', 'thehostilemexcan', 'TreyHolg', 'NonSpecific']","https://na.op.gg/multi/query=UltimateToxin,Kat Diamond,i hate ranked,RipTideYT,Z0R0ARK,thehostilemexcan,TreyHolg,NonSpecific,",https://na.op.gg/multi/query=
LSU Silver,Central | 3,/lol/teams/10401,Platinum 3,18,3,1,6,2,Diamond 3,22,"['Jitoki', 'Saeva', 'bauspanda', 'YourGynecologist', 'Zycotel', 'Blanket Robber', 'ına']","https://na.op.gg/multi/query=Jitoki,Saeva,bauspanda,YourGynecologist,Zycotel,Blanket Robber,ına,",https://na.op.gg/multi/query=
LSU JV,Central | 3,/lol/teams/6547,Platinum 3,18,3,1,6,2,Diamond 3,22,"['Salesian', 'LF Cute Asian GF', 'fei liu', 'Inigo Montoyas', 'SaraSlayer', 'asianface99', 'Saeva', 'PoliticlyNcorekt', 'Reknlt', 'Scorchér']","https://na.op.gg/multi/query=Salesian,LF Cute Asian GF,fei liu,Inigo Montoyas,SaraSlayer,asianface99,Saeva,PoliticlyNcorekt,Reknlt,Scorchér,",https://na.op.gg/multi/query=
University of Houston Hellfire,Central | 3,/lol/teams/11248,Platinum 4,17,2,3,4,6,Platinum 3,18,"['Rioklu', 'DarkSerenade', 'Fawzi', 'Humpedfungus', 'ÐangÐðiÊmYêu', 'BrainKayncer', 'Trailmix']","https://na.op.gg/multi/query=Rioklu,DarkSerenade,Fawzi,Humpedfungus,ÐangÐðiÊmYêu,BrainKayncer,Trailmix,",https://na.op.gg/multi/query=
LOLUTD TEAM PIRATES N DOTA,Central | 3,/lol/teams/10697,Platinum 2,19,2,3,4,6,Platinum 1,20,"['Faery', 'Íncursio', 'Helioraptor', 'KingofPirates345', 'Dota2isbeter', 'Djoung', 'Give my IGN BACK']","https://na.op.gg/multi/query=Faery,Íncursio,Helioraptor,KingofPirates345,Dota2isbeter,Djoung,Give my IGN BACK,",https://na.op.gg/multi/query=
Team NAram,Central | 3,/lol/teams/11337,Platinum 2,19,0,5,0,10,Platinum 2,19,"['Kalvalis', 'DDNation', 'yfactor1337', 'Nightdare', 'Trajomon']","https://na.op.gg/multi/query=Kalvalis,DDNation,yfactor1337,Nightdare,Trajomon,",https://na.op.gg/multi/query=
LOLUTD PSYMOOo,Central | 3,/lol/teams/11189,Gold 1,16,0,5,0,10,Platinum 3,18,"['MrGriffin', 'Faery', 'PsyGuy1', 'm00seh', 'Vegetable Juice', 'onigiribih', 'WorldwideHandsom']","https://na.op.gg/multi/query=MrGriffin,Faery,PsyGuy1,m00seh,Vegetable Juice,onigiribih,WorldwideHandsom,",https://na.op.gg/multi/query=
Angelo State,Central | 3,/lol/teams/8674,Silver 3,10,0,4,0,8,Silver 2,11,"['TheRahjjMahal', 'illerongis', 'Abelhinj', 'Phantomhaze1', 'orsic2', 'Local Native']","https://na.op.gg/multi/query=TheRahjjMahal,illerongis,Abelhinj,Phantomhaze1,orsic2,Local Native,",https://na.op.gg/multi/query=
AC Badger Esports,Central | 3,/lol/teams/9074,Gold 3,14,0,3,0,6,Platinum 4,17,"['Pixelated Pizza', 'Sublíme', 'LumaxesRex', 'ameliaisback', '0 sensei', '0 Kkami']","https://na.op.gg/multi/query=Pixelated Pizza,Sublíme,LumaxesRex,ameliaisback,0 sensei,0 Kkami,",https://na.op.gg/multi/query=
Henderson State University,Central | 2,/lol/teams/8477,Gold 3,14,6,1,13,2,Gold 1,16,"['jpmoney', 'Subwaaay', 'Bellzelut', 'OldManWyatt', 'Tyrant Grim', 'eazyg', 'TG JUMPER', 'ToughPuddin', 'Holyshmit1', 'Brít']","https://na.op.gg/multi/query=jpmoney,Subwaaay,Bellzelut,OldManWyatt,Tyrant Grim,eazyg,TG JUMPER,ToughPuddin,Holyshmit1,Brít,",https://na.op.gg/multi/query=
WUSTL Zoo,Central | 2,/lol/teams/10409,Platinum 2,19,5,1,11,3,Platinum 1,20,"['ChewyLight28', 'altoknight', 'Frostales', 'atomictiger', 'BigotChild', 'Forchenyt', 'fofoabubu']","https://na.op.gg/multi/query=ChewyLight28,altoknight,Frostales,atomictiger,BigotChild,Forchenyt,fofoabubu,",https://na.op.gg/multi/query=
Piltover Pokes B Team,Central | 2,/lol/teams/9345,Platinum 3,18,5,1,10,4,Platinum 3,18,"['Killgar', 'osu alarm', 'No Fear Matson', 'Argoll', 'IAmJustinTime', 'The Sloth Tamer', 'Tjtaylor1999', 'SoSeol', 'AIILuckNoSkill', 'Evng', '420RunningMan']","https://na.op.gg/multi/query=Killgar,osu alarm,No Fear Matson,Argoll,IAmJustinTime,The Sloth Tamer,Tjtaylor1999,SoSeol,AIILuckNoSkill,Evng,","https://na.op.gg/multi/query=420RunningMan,"
Outstanding Warriors of OSU,Central | 2,/lol/teams/10624,Gold 2,15,5,1,10,4,Platinum 2,19,"['spykid810', 'Brinticus', 'Killgar', 'Majestic Emu', 'osu alarm', '420RunningMan', 'Lawsuit', 'BusinessTime15', 'sag ass']","https://na.op.gg/multi/query=spykid810,Brinticus,Killgar,Majestic Emu,osu alarm,420RunningMan,Lawsuit,BusinessTime15,sag ass,",https://na.op.gg/multi/query=
Mizzou B Team - Horkin,Central | 2,/lol/teams/5609,Gold 2,15,4,2,9,4,Platinum 3,18,"['RêtardedApe', 'Forgetting', 'joshquest', 'InfIux', 'Be Great', 'Fleeboyswag', 'nerms', 'Vaalhalla']","https://na.op.gg/multi/query=RêtardedApe,Forgetting,joshquest,InfIux,Be Great,Fleeboyswag,nerms,Vaalhalla,",https://na.op.gg/multi/query=
Mizzou B Team - Falcon,Central | 2,/lol/teams/10405,Platinum 3,18,4,3,9,7,Platinum 2,19,"['iShadowHeart', 'joshquest', 'Be Great', 'Aunt Jamima', 'Zoella', 'Pandiculation', 'Demagoguery']","https://na.op.gg/multi/query=iShadowHeart,joshquest,Be Great,Aunt Jamima,Zoella,Pandiculation,Demagoguery,",https://na.op.gg/multi/query=
Wait We're A Team,Central | 2,/lol/teams/9770,Silver 2,11,4,2,8,4,Gold 2,15,"['Prezz GG', 'Nobody2018', 'czpearsall', 'Anobletroll', 'Halito', 'MuffinFace3000', 'Your Jhintleman']","https://na.op.gg/multi/query=Prezz GG,Nobody2018,czpearsall,Anobletroll,Halito,MuffinFace3000,Your Jhintleman,",https://na.op.gg/multi/query=
Tulsa Golden Hurricane,Central | 2,/lol/teams/11118,Platinum 3,18,3,3,7,6,Platinum 2,19,"['TU Grubsters', 'Hali Baby', 'TU Bubble Buddy', 'Liveurlifeloudly', 'Astima', 'DaPain']","https://na.op.gg/multi/query=TU Grubsters,Hali Baby,TU Bubble Buddy,Liveurlifeloudly,Astima,DaPain,",https://na.op.gg/multi/query=
MSU Bears Matt Gang,Central | 2,/lol/teams/11101,Platinum 3,18,3,3,7,6,Platinum 1,20,"['Merrricka', 'GreyKnight137', 'Bruof', 'MooshroomStatus', 'Kaii9S', 'CrispCrustacean', 'Dei Terrae', 'i am chanman']","https://na.op.gg/multi/query=Merrricka,GreyKnight137,Bruof,MooshroomStatus,Kaii9S,CrispCrustacean,Dei Terrae,i am chanman,",https://na.op.gg/multi/query=
OU okwahoma univewsity,Central | 2,/lol/teams/10684,Platinum 3,18,1,5,2,10,Diamond 3,22,"['Himana', 'Rito Torchic', 'Dudeperfect2006', 'Catalyst7401', 'Daimiko', 'Duknarg']","https://na.op.gg/multi/query=Himana,Rito Torchic,Dudeperfect2006,Catalyst7401,Daimiko,Duknarg,",https://na.op.gg/multi/query=
Fontbonne Esports CSL,Central | 2,/lol/teams/8890,Silver 1,12,1,4,2,8,Gold 3,14,"['FBU eSports', 'I am DzungX', 'scheer shooter', 'manly racer', 'Corrupt007', 'huyv']","https://na.op.gg/multi/query=FBU eSports,I am DzungX,scheer shooter,manly racer,Corrupt007,huyv,",https://na.op.gg/multi/query=
ATU Gold,Central | 2,/lol/teams/10474,Gold 3,14,1,4,2,8,Gold 2,15,"['CadeBlade1798', 'JTL', 'Wîse', 'Rezzy01', 'BrØken SeØul', 'LucarioSenpai', 'KidTurbo', 'tranzitlex', 'HahOneShot']","https://na.op.gg/multi/query=CadeBlade1798,JTL,Wîse,Rezzy01,BrØken SeØul,LucarioSenpai,KidTurbo,tranzitlex,HahOneShot,",https://na.op.gg/multi/query=
UNL Huskers Black,Central | 2,/lol/teams/11444,Gold 2,15,0,12,0,24,Platinum 3,18,"['Kunai and Kama', 'ImDGod', 'cozii', 'Mastercarl7', 'Powers515', 'slicknick444', 'Icing', 'RithWall']","https://na.op.gg/multi/query=Kunai and Kama,ImDGod,cozii,Mastercarl7,Powers515,slicknick444,Icing,RithWall,",https://na.op.gg/multi/query=
KSU Purp n Black,Central | 1,/lol/teams/11464,Diamond 4,21,5,0,10,1,Diamond 4,21,"['Duckster', 'ArcHeitz', 'KylerG', 'MediocreHats', 'Tyrallion', 'Insurgency']","https://na.op.gg/multi/query=Duckster,ArcHeitz,KylerG,MediocreHats,Tyrallion,Insurgency,",https://na.op.gg/multi/query=
CC Tigers,Central | 1,/lol/teams/2587,Platinum 4,17,5,0,10,1,Diamond 3,22,"['ÆØþðŠÞÅŒ', 'oaml', 'Alakay', 'drainage', 'pseudogurl', 'Sirius White', 'sit downn', 'MaAaeStroOo', 'Ezrëàl']","https://na.op.gg/multi/query=ÆØþðŠÞÅŒ,oaml,Alakay,drainage,pseudogurl,Sirius White,sit downn,MaAaeStroOo,Ezrëàl,",https://na.op.gg/multi/query=
Johnson County Cavaliers,Central | 1,/lol/teams/8956,Platinum 2,19,4,1,9,2,Diamond 3,22,"['ÐexterouŚ', '2witt', 'd0x69', 'bigrig13', 'Luav', 'jccc student', 'hunter5144', '10JJINDDA', 'castle 500']","https://na.op.gg/multi/query=ÐexterouŚ,2witt,d0x69,bigrig13,Luav,jccc student,hunter5144,10JJINDDA,castle 500,",https://na.op.gg/multi/query=
DSU Blue,Central | 1,/lol/teams/8653,Gold 1,16,4,1,8,3,Gold 1,16,"['Phoenix Rook 21', 'Big Cac', 'KappaKappa213', 'Meilha', 'DragonSinHunter', 'Skaclooosh', 'Bosnia', 'TheComadian', 'Eaglesfan365']","https://na.op.gg/multi/query=Phoenix Rook 21,Big Cac,KappaKappa213,Meilha,DragonSinHunter,Skaclooosh,Bosnia,TheComadian,Eaglesfan365,",https://na.op.gg/multi/query=
DSU White,Central | 1,/lol/teams/9510,Platinum 4,17,3,2,8,6,Platinum 1,20,"['Flag Ship', 'DragonSinHunter', 'Skaclooosh', 'yobreaka', 'Bru Haw', 'TheComadian', 'Frogfan', 'TheKids', 'Eaglesfan365']","https://na.op.gg/multi/query=Flag Ship,DragonSinHunter,Skaclooosh,yobreaka,Bru Haw,TheComadian,Frogfan,TheKids,Eaglesfan365,",https://na.op.gg/multi/query=
Hardrockers Team B,Central | 1,/lol/teams/4646,Gold 1,16,3,2,6,4,Platinum 4,17,"['Soxboy3', 'Houdinicat11', 'Láwrence', 'Pows', 'Yolki', 'DMG Hennessy', 'EvilGumbo27', 'ilikerowing']","https://na.op.gg/multi/query=Soxboy3,Houdinicat11,Láwrence,Pows,Yolki,DMG Hennessy,EvilGumbo27,ilikerowing,",https://na.op.gg/multi/query=
Coyotes LoL,Central | 1,/lol/teams/9391,Gold 4,13,2,3,5,6,Gold 1,16,"['FallenLeo', 'Enyvione', 'Eliasxy', 'Bosnian Thunder', 'Bobasta', 't r i n i t yWAV', 'Mushio']","https://na.op.gg/multi/query=FallenLeo,Enyvione,Eliasxy,Bosnian Thunder,Bobasta,t r i n i t yWAV,Mushio,",https://na.op.gg/multi/query=
Huskers Scarlet,Central | 1,/lol/teams/11492,Platinum 4,17,2,3,4,6,Platinum 1,20,"['ReformedPlasma', 'Mastercarl7', 'Luichu', 'Dancaiks', 'Powers515', 'Kharsne', 'FishMoley Clap', 'Gratin', 'JohnWin']","https://na.op.gg/multi/query=ReformedPlasma,Mastercarl7,Luichu,Dancaiks,Powers515,Kharsne,FishMoley Clap,Gratin,JohnWin,",https://na.op.gg/multi/query=
Shocker Gaming White,Central | 1,/lol/teams/8706,Silver 1,12,1,4,3,8,Platinum 4,17,"['Sasha Nein', 'Gillıan', 'Bøssy', 'YuukiSann', 'KingCobra324', 'Ðªvídø', 'Day Drift', 'Dyscemo', 'an duck']","https://na.op.gg/multi/query=Sasha Nein,Gillıan,Bøssy,YuukiSann,KingCobra324,Ðªvídø,Day Drift,Dyscemo,an duck,",https://na.op.gg/multi/query=
Hardrocker Esports,Central | 1,/lol/teams/6524,Diamond 4,21,1,4,3,8,Diamond 3,22,"['Soxboy3', 'Zed Makes MeLose', 'Láwrence', 'Gray Enigma', 'Jeyzal kazar', 'Voîd', 'Sebastiantnt']","https://na.op.gg/multi/query=Soxboy3,Zed Makes MeLose,Láwrence,Gray Enigma,Jeyzal kazar,Voîd,Sebastiantnt,",https://na.op.gg/multi/query=
NDSU LoL Club Open,Central | 1,/lol/teams/11417,Gold 4,13,1,4,2,9,Platinum 2,19,"['Whiskerss', 'GottyBoy', 'Riven SMD', 'Daenerysss', 'DBoy9', 'Truth Without', 'photoscintosis', 'YoImSnoops', 'jettownzu22', 'BabyKarats', 'AdmiralNeckbeard', 'TryMilkingThese', '500YenFootlong', 'vrmarathe']","https://na.op.gg/multi/query=Whiskerss,GottyBoy,Riven SMD,Daenerysss,DBoy9,Truth Without,photoscintosis,YoImSnoops,jettownzu22,BabyKarats,","https://na.op.gg/multi/query=AdmiralNeckbeard,TryMilkingThese,500YenFootlong,vrmarathe,"
PSU Silverbacks,Central | 1,/lol/teams/10874,Silver 1,12,0,3,1,7,Gold 2,15,"['sXCyBeast', 'NaturesChicken', 'Junzi', 'cadxl', 'Justcallmesilent', 'Sasajiro', 'Potomous', 'Captain Seabear', 'BombermanXV']","https://na.op.gg/multi/query=sXCyBeast,NaturesChicken,Junzi,cadxl,Justcallmesilent,Sasajiro,Potomous,Captain Seabear,BombermanXV,",https://na.op.gg/multi/query=
Midland U Orange,Central | 1,/lol/teams/10701,Gold 2,15,0,4,1,9,Gold 2,15,"['TANK2524', 'golem88', 'Jynsin', 'Out There', 'ArcticDrakeK']","https://na.op.gg/multi/query=TANK2524,golem88,Jynsin,Out There,ArcticDrakeK,",https://na.op.gg/multi/query=
